ingredient_id,name_cn,inci_name,cas_no,synonyms,use_purpose_2023,efficacy_2023,literature_evidence,efficacy_relation,mechanism_legacy,mechanism_id_1,reference_1,mechanism_id_2,reference_2
2687,癸基十四胺氧化物,DECYLTETRADECYLAMINE OXIDE,,,表面活性剂;增溶剂;清洁剂,,清洁,清洁,T2,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
2688,癸基十四醇,DECYLTETRADECANOL,,,润肤剂;发用调理剂,,,,,,,,
2689,癸酸,CAPRIC ACID,,,清洁剂,,,,,,,,
2690,癸烷,DECANE,,,溶剂;除臭剂,,,,,,,,
2691,癸酰乳酰乳酸钠,SODIUM CAPROYL LACTYLATE,,,表面活性剂;乳化剂,,,,,,,,
2692,桂花（OSMANTHUS FRAGRANS）花提取物,OSMANTHUS FRAGRANS FLOWER EXTRACT,,,芳香剂;发用调理剂,,,,,,,,
2696,果胶,PECTIN,,,增稠剂;粘合剂;乳化稳定剂,,,,,,,,
2699,果糖二磷酸酯三钠,TRISODIUM FRUCTOSE DIPHOSPHATE,,,螯合剂;抗氧化剂,,,,,,,,
2700,过二硫酸钾,POTASSIUM PERSULFATE,,,氧化剂,,,,,,,,
2701,过二硫酸钠,SODIUM PERSULFATE,,,氧化剂,,,,,,,,
2703,过硫酸铵,AMMONIUM PERSULFATE,,,氧化剂,,,,,,,,
2704,过硼酸钠,SODIUM PERBORATE,,,氧化剂,,,,,,,,
2705,过山龙（VERNONIA CUMINGIANA）提取物,VERNONIA CUMINGIANA EXTRACT,,,,,,,,,,,
2706,过氧化脲,UREA PEROXIDE,,,氧化剂,,,,,,,,
2707,过氧化氢,HYDROGEN PEROXIDE,,,氧化剂;发用定型剂;溶剂,,,,,,,,
2708,过氧化锶,STRONTIUM PEROXIDE,,,氧化剂,,,,,,,,
2725,海金沙（LYGODIUM JAPONICUM）孢子,LYGODIUM JAPONICUM SPORE,,,磨砂剂;防脱发剂,,,,,,,,
2727,海美氯铵,HEXADIMETHRINE CHLORIDE,,,发用调理剂;抗静电剂,,,,,,,,
2728,海南砂（AMOMUM LONGILIGULARE）果提取物,AMOMUM LONGILIGULARE FRUIT EXTRACT,,,,,,,,,,,
2729,海泥提取物,MARIS LIMUS EXTRACT,,,保湿剂;发用调理剂;润肤剂;清洁剂;填充剂;赋形剂;皮肤保护剂,,,,,,,,
2730,海螵蛸,SEPIAE ENDOCONCHA,,,收敛剂,,,,,,,,
2731,海水,MARIS AQUA;SEA WATER,,,保湿剂;溶剂;发用调理剂,,,,,,,,
2737,海盐,MARIS SAL;SEA SALT,,,保湿剂;磨砂剂;发用调理剂,,,,,,,,
2739,海罂粟碱,GLAUCINE,,,0,,,,,,,,
2740,海淤泥,SEA SILT,,,吸附剂,,,,,,,,
2741,海淤泥提取物,SEA SILT EXTRACT,,,0,,,,,,,,
2743,海枣（PHOENIX DACTYLIFERA）籽,PHOENIX DACTYLIFERA (DATE) SEED,,,润肤剂;磨砂剂,,,,,,,,
2745,海藻糖硫酸酯钠,SODIUM TREHALOSE SULFATE,,,保湿剂,,,,,,,,
2766,合成蜂蜡,SYNTHETIC BEESWAX,,,增稠剂;粘合剂;乳化稳定剂;润肤剂;粘度调节剂,,,,,,,,
2767,合成氟金云母,SYNTHETIC FLUORPHLOGOPITE,,,填充剂;助滑剂;增稠剂;着色剂,,,,,,,,
2768,合成霍霍巴油,SYNTHETIC JOJOBA OIL,,,润肤剂,,,,,,,,
2769,合成鲸蜡,CETYL ESTERS,,,润肤剂;发用调理剂;增稠剂;乳化稳定剂,,,,,,,,
2770,合成蜡,SYNTHETIC WAX,,,增稠剂;粘合剂,,,,,,,,
2771,合成日本蜡,SYNTHETIC JAPAN WAX,,,粘合剂;增稠剂;润肤剂,,,,,,,,
2772,合成小烛树蜡,SYNTHETIC CANDELILLA WAX,,,粘合剂;增稠剂;润肤剂;粘度调节剂,,,,,,,,
2779,和厚朴酚,HONOKIOL,,,抗氧化剂,,,,,,,,
2783,核黄素磷酸酯钠,SODIUM RIBOFLAVIN PHOSPHATE,,,保湿剂,,,,,,,,
2784,核黄素四乙酸酯,RIBOFLAVIN TETRAACETATE,,,发用调理剂;乳化剂,,,,,,,,
2787,核糖酸,RIBONIC ACID,,,pH调节剂,,,,,,,,
2790,褐煤蜡,MONTAN CERA,,,增稠剂;抗静电剂;粘合剂,,,,,,,,
2791,褐煤酸蜡,MONTAN ACID WAX,,,粘度调节剂;抗静电剂;粘合剂,,,,,,,,
2800,黑茶镳子（RIBES NIGRUM）籽粉,RIBES NIGRUM (BLACK CURRANT) SEED POWDER,,,,,,,,,,,
2809,黑麦（SECALE CEREALE）籽细粉,SECALE CEREALE (RYE) SEED FLOUR,,,磨砂剂,,,,,,,,
2818,黑色 2,BLACK 2,,,着色剂,,,,,,,,
2819,黑色素,MELANIN,,,发用调理剂;皮肤保护剂;着色剂,,,,,,,,
2823,黑枣（DIOSPYROS LOTUS）提取物,DIOSPYROS LOTUS EXTRACT,,,,,,,,,,,
2826,红 21,RED 21,,,着色剂,,,,,,,,
2827,红 21 色淀,RED 21 LAKE,,,着色剂,,,,,,,,
2828,红 22,RED 22,,,着色剂,,,,,,,,
2829,红 22 色淀,RED 22 LAKE,,,着色剂,,,,,,,,
2830,红 27,RED 27,,,着色剂,,,,,,,,
2831,红 27 色淀,RED 27 LAKE,,,着色剂,,,,,,,,
2832,红 28,RED 28,,,着色剂,,,,,,,,
2833,红 28 色淀,RED 28 LAKE,,,着色剂,,,,,,,,
2834,红 30,RED 30,,,着色剂,,,,,,,,
2835,红 30 色淀,RED 30 LAKE,,,着色剂,,,,,,,,
2836,红 33,RED 33,,,着色剂,,,,,,,,
2837,红 33 色淀,RED 33 LAKE,,,着色剂,,,,,,,,
2838,红 34,RED 34,,,着色剂,,,,,,,,
2839,红 34 色淀,RED 34 LAKE,,,着色剂,,,,,,,,
2840,红 36,RED 36,,,着色剂,,,,,,,,
2841,红 4,RED 4,,,着色剂,,,,,,,,
2842,红 4 色淀,RED 4 LAKE,,,着色剂,,,,,,,,
2843,红 40,RED 40,,,着色剂,,,,,,,,
2844,红 40 色淀,RED 40 LAKE,,,着色剂,,,,,,,,
2845,红 6,RED 6,,,着色剂,,,,,,,,
2846,红 6 色淀,RED 6 LAKE,,,着色剂,,,,,,,,
2847,红 7,RED 7,,,着色剂,,,,,,,,
2848,红 7 色淀,RED 7 LAKE,,,着色剂,,,,,,,,
2849,红宝石粉,RUBY POWDER,,,填充剂;增稠剂;着色剂,,,,,,,,
2872,红花葡糖苷,SAFFLOWER GLUCOSIDE,,,发用调理剂,,,,,,,,
2874,红花籽油/棕榈油氨基丙二醇酯类,SAFFLOWER OIL/PALM OIL AMINOPROPANEDIOL ESTERS,,,润肤剂,,,,,,,,
2875,红花油酸甘油酯,SAFFLOWER GLYCERIDE,,,润肤剂;乳化剂,,,,,,,,
2876,红花籽油 PEG-8 酯类,SAFFLOWER SEED OIL PEG-8 ESTERS,,,表面活性剂;润肤剂;乳化剂,,,,,,,,
2880,红口水仙（NARCISSUS POETICUS）花蜡,NARCISSUS POETICUS FLOWER WAX,,,0,,,,,,,,
2885,红没药（COMMIPHORA ERYTHRAEA）油,OPOPONAX OIL,,,遮盖剂;除臭剂,,,,,,,,
2888,红米醋,RED RICE VINEGAR,,,收敛剂,,,,,,,,
2914,胡椒（PIPER NIGRUM）果粉,PIPER NIGRUM (PEPPER) FRUIT POWDER,,,pH调节剂;促渗剂,,,,,,,,
2920,胡椒醛,HELIOTROPINE,,,0,,,,,,,,
2931,胡桃（JUGLANS REGIA）壳粉,JUGLANS REGIA (WALNUT) SHELL POWDER,,,磨砂剂;角质剥落剂;角质软化剂;填充剂,,,,,,,,
2940,胡桃楸（JUGLANS MANDSHURICA）壳粉,JUGLANS MANDSHURICA (WALNUT) SHELL POWDER,,,磨砂剂,,,,,,,,
2949,糊精,DEXTRIN,,,增稠剂;填充剂;粘合剂,,,,,,,,
2950,糊精肉豆蔻酸酯,DEXTRIN MYRISTATE,,,表面活性剂;抗结块剂;增稠剂;乳化剂;分散剂,,,,,,,,
2951,糊精异硬脂酸酯,DEXTRIN ISOSTEARATE,,,增稠剂;成膜剂;乳化剂,,,,,,,,
2952,糊精棕榈酸酯,DEXTRIN PALMITATE,,,表面活性剂;增稠剂;抗结块剂;乳化剂;分散剂,,,,,,,,
2953,糊精棕榈酸酯/乙基己酸酯,DEXTRIN PALMITATE/ETHYLHEXANOATE,,,表面活性剂;增稠剂;抗结块剂;分散剂;乳化剂,,,,,,,,
2961,琥珀粉,AMBER POWDER,,,填充剂;磨砂剂;除臭剂,,,,,,,,
2962,琥珀酸,SUCCINIC ACID,,,pH调节剂;发用调理剂;保湿剂;收敛剂;抑汗剂,,,,,,,,
2963,琥珀酸二钠,DISODIUM SUCCINATE,,,表面活性剂;pH调节剂,,,,,,,,
2964,琥珀酸二乙基己酯,DIETHYLHEXYL SUCCINATE,,,润肤剂,,,,,,,,
2965,琥珀酸二乙氧基乙酯,DIETHOXYETHYL SUCCINATE,,,溶剂;润肤剂,,,,,,,,
2966,琥珀酸二乙酯,DIETHYL SUCCINATE,,,润肤剂,,,,,,,,
2967,琥珀酸钠,SODIUM SUCCINATE,,,pH调节剂,,,,,,,,
2968,琥珀酰甘草亭酸二钠,DISODIUM SUCCINOYL GLYCYRRHETINATE,,,表面活性剂;发用调理剂,,,,,,,,
2973,互生叶白千层（MELALEUCA ALTERNIFOLIA）叶粉,MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF POWDER,,,磨砂剂,,,,,,,,
2983,花椒油,,,,0,,,,,,,,
2985,花色素苷,ANTHOCYANINS,,,着色剂,,,,,,,,
2990,花生醇,ARACHIDYL ALCOHOL,,,乳化稳定剂;乳化剂;增稠剂;润肤剂;粘度调节剂,,,,,,,,
2991,花生醇丙酸酯,ARACHIDYL PROPIONATE,,,润肤剂,,保湿,保湿,B1,JL1,《现代化妆品科学与技术（上册）》,,
2992,花生醇聚醚-20,ARACHIDETH-20,,,表面活性剂,,,,,,,,
2993,花生醇葡糖苷,ARACHIDYL GLUCOSIDE,,,表面活性剂;乳化剂,,清洁,清洁,T3,JL116,[1]《现代化妆品科学与技术（中册）》 [2]《化妆品原料》 [3]《化妆品工艺学》,,
2994,花生醇山嵛酸酯,ARACHIDYL BEHENATE,,,增稠剂;润肤剂,,,,,,,,
2996,花生酸,ARACHIDIC ACID,,,表面活性剂;润肤剂;清洁剂,,,,,,,,
2997,花生酸钠,SODIUM ARACHIDATE,,,表面活性剂;pH调节剂;乳化稳定剂;乳化剂;粘度调节剂,,,,,,,,
3004,滑石粉,TALC,,,填充剂;助滑剂;抗结块剂;吸附剂;遮光剂;皮肤保护剂;肤感调节剂,,爽身,爽身,V1,JL119,"[1]梁土轩,梁继娟,诸蕊玉.爽身粉在预防胸部术后皮肤并发症的作用[J].现代临床护理,2005,(06):31-32+42. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=XDLH200506015&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=iD/oxarzR5fV4zubM85nmC7l2stJUn3dVsFu94X07AeDmSQIdn32ptDZOHD16wnCWBvdHti8f5efcurhTukrofc/lMvyvhNz5KNWD4RUsgbvDuvRyMivLEANXGKmjUYd/zJFUxNBiaTYUGQtAA9R6lv6BiMEAZPvDdomgMsX1B0= [2]《现代化妆品科学与技术（下册）》",JL12,"[1]梁土轩,梁继娟,诸蕊玉.爽身粉在预防胸部术后皮肤并发症的作用[J].现代临床护理,2005,(06):31-32+42. https://kns.cnki.net/nzkhtml/xmlRead/xml.html?pageType=web&fileName=XDLH200506015&tableName=CJFDTOTAL&dbCode=CJFD&topic=&fileSourceType=1&taskId=&from=&groupId=&appId=KNS_BASIC_PSMC&act=&customReading=&invoice=iD/oxarzR5fV4zubM85nmC7l2stJUn3dVsFu94X07AeDmSQIdn32ptDZOHD16wnCWBvdHti8f5efcurhTukrofc/lMvyvhNz5KNWD4RUsgbvDuvRyMivLEANXGKmjUYd/zJFUxNBiaTYUGQtAA9R6lv6BiMEAZPvDdomgMsX1B0="
3008,桦木脑,BETULIN,,,0,,,,,,,,
3016,环庚硅氧烷,CYCLOHEPTASILOXANE,,,润肤剂;抗结块剂,,,,,,,,
3018,环糊精,CYCLODEXTRIN,,,增稠剂;螯合剂;吸附剂,,,,,,,,
3019,环糊精月桂酸酯,CYCLODEXTRIN LAURATE,,,成膜剂;皮肤保护剂,,,,,,,,
3020,环己胺,CYCLOHEXYLAMINE,,,pH调节剂,,,,,,,,
3021,环己硅氧烷,CYCLOHEXASILOXANE,,,润肤剂;成膜剂;发用调理剂,,,,,,,,
3022,环己烷,CYCLOHEXANE,,,pH调节剂,,,,,,,,
3023,环己烷氨基磺酸钠,SODIUM CYCLAMATE,,,芳香剂,,,,,,,,
3024,环聚二甲基硅氧烷,CYCLOMETHICONE,,,润肤剂;溶剂;发用调理剂,,,,,,,,
3026,环三聚二甲基硅氧烷,CYCLOTRISILOXANE,,,润肤剂;发用调理剂,,,,,,,,
3027,环十五烷酮,CYCLOPENTADECANONE,,,除臭剂,,,,,,,,
3028,环四聚二甲基硅氧烷,CYCLOTETRASILOXANE,,,发用调理剂;润肤剂,,,,,,,,
3029,环五聚二甲基硅氧烷,CYCLOPENTASILOXANE,,,润肤剂;溶剂;发用调理剂;增稠剂,,,,,,,,
3030,黄 10,YELLOW 10,,,着色剂,,,,,,,,
3031,黄 10 色淀,YELLOW 10 LAKE,,,着色剂,,,,,,,,
3032,黄 11,YELLOW 11,,,着色剂,,,,,,,,
3033,黄 5,YELLOW 5,,,着色剂,,,,,,,,
3034,黄 5 色淀,YELLOW 5 LAKE,,,着色剂,,,,,,,,
3035,黄 6,YELLOW 6,,,着色剂,,,,,,,,
3036,黄 6 色淀,YELLOW 6 LAKE,,,着色剂,,,,,,,,
3037,黄 8,YELLOW 8,,,着色剂,,,,,,,,
3052,黄花败酱（PATRINIA SCABIOSAEFOLIA）提取物,PATRINIA SCABIOSAEFOLIA EXTRACT,,,0,,,,,,,,
3062,黄兰（MICHELIA CHAMPACA）花提取物,MICHELIA CHAMPACA FLOWER EXTRACT,,,芳香剂,,,,,,,,
3073,黄芩（SCUTELLARIA BAICALENSIS）根粉,SCUTELLARIA BAICALENSIS ROOT POWDER,,,磨砂剂;皮肤保护剂,,,,,,,,
3079,黄素腺嘌呤二核苷酸二钠,DISODIUM FLAVINE ADENINE DINUCLEOTIDE,,,增稠剂;保湿剂;粘度调节剂,,,,,,,,
3080,黄土,LOESS,,,吸附剂;填充剂,,,,,,,,
3083,黄玉,TOPAZ,,,磨砂剂,,,,,,,,
3084,黄原胶,XANTHAN GUM,,,增稠剂;乳化稳定剂;粘合剂;乳化剂;成膜剂;保湿剂;粘度调节剂,,,,,,,,
3085,黄赭石,YELLOW OCHER,,,发用调理剂;填充剂,,,,,,,,
3086,磺胺酸钠,SODIUM SULFANILATE,,,着色剂;抗氧化剂,,,,,,,,
3088,磺基琥珀酸二癸酯钠,DICAPRYL SODIUM SULFOSUCCINATE,,,表面活性剂;清洁剂,,,,,,,,
3089,磺基琥珀酸二乙基己酯钠,DIETHYLHEXYL SODIUM SULFOSUCCINATE,,,表面活性剂;分散剂;增溶剂;清洁剂,,,,,,,,
3090,磺基琥珀酸三钠,TRISODIUM SULFOSUCCINATE,,,pH调节剂;螯合剂,,,,,,,,
3091,磺酸羟丙酯月桂基葡糖苷交联聚合物钠,SODIUM HYDROXYPROPYLSULFONATE LAURYLGLUCOSIDE CROSSPOLYMER,,,表面活性剂;起泡剂;乳化剂;增溶剂;清洁剂,,,,,,,,
3110,茴香醇,ANISE ALCOHOL,,,芳香剂;吸附剂,,,,,,,,
3111,茴香醛,ANISALDEHYDE,,,吸附剂;除臭剂;芳香剂,,,,,,,,
3113,混合甲酚,MIXED CRESOLS,,,0,,,,,,,,
3114,混合肉豆蔻酸/棕榈酸铝,ALUMINUM MYRISTATES/PALMITATES,,,抗结块剂,,,,,,,,
3115,混合硬脂酸铝,ALUMINUM STEARATES,,,增稠剂;乳化稳定剂;抗结块剂;润肤剂,,,,,,,,
3116,活性白土,ACTIVATED CLAY,,,0,,,,,,,,
3117,活血丹（GLECHOMA LONGITUBA）提取物,GLECHOMA LONGITUBA EXTRACT,,,0,,,,,,,,
3122,火山灰,VOLCANIC ASH,,,吸附剂;填充剂;磨砂剂,,,,,,,,
3123,火山泥,VOLCANIC SOIL,,,吸附剂;填充剂;赋形剂;保湿剂,,,,,,,,
3124,火山砂,VOLCANIC SAND,,,磨砂剂,,,,,,,,
3127,霍霍巴（SIMMONDSIA CHINENSIS）籽粉,SIMMONDSIA CHINENSIS (JOJOBA) SEED POWDER,,,磨砂剂;发用调理剂,,,,,,,,
3128,霍霍巴（SIMMONDSIA CHINENSIS）籽蜡,SIMMONDSIA CHINENSIS (JOJOBA) SEED WAX,,,增稠剂;润肤剂,,,,,,,,
3131,霍霍巴醇,JOJOBA ALCOHOL,,,润肤剂;保湿剂,,,,,,,,
3132,霍霍巴蜡 PEG-120 酯类,JOJOBA WAX PEG-120 ESTERS,,,表面活性剂;润肤剂;增溶剂;保湿剂;发用调理剂;乳化剂;清洁剂;乳化稳定剂,,,,,,,,
3133,霍霍巴蜡 PEG-80 酯类,JOJOBA WAX PEG-80 ESTERS,,,表面活性剂;发用调理剂;清洁剂;乳化剂,,,,,,,,
3134,霍霍巴油 PEG-150 酯类,JOJOBA OIL PEG-150 ESTERS,,,表面活性剂;润肤剂;乳化剂;发用调理剂,,,,,,,,
3135,霍霍巴油 PEG-8 酯类,JOJOBA OIL PEG-8 ESTERS,,,润肤剂;保湿剂;发用调理剂,,,,,,,,
3136,霍霍巴油酸癸酯,DECYL JOJOBATE,,,润肤剂,,,,,,,,
3137,霍霍巴油酸异丙酯,ISOPROPYL JOJOBATE,,,润肤剂,,,,,,,,
3138,霍霍巴酯类,JOJOBA ESTERS,,,润肤剂;磨砂剂;舒缓,,,,,,,,
3142,肌氨酸钠,SODIUM SARCOSINATE,,,发用调理剂,,,,,,,,
3144,肌醇六磷酸,PHYTIC ACID,,,螯合剂;pH调节剂,,,,,,,,
3145,肌醇三磷酸酯三钠,TRISODIUM INOSITOL TRIPHOSPHATE,,,0,,,,,,,,
3146,龙虾肌碱盐酸盐,HOMARINE HCL,,,0,,,,,,,,
3154,鸡骨草（ABRUS CANTONIENSIS）提取物,ABRUS CANTONIENSIS EXTRACT,,,,,,,,,,,
3158,鸡内金,GALLI GIGERII ENDOTHELIUM CORNEUM,,,,,,,,,,,
3184,己醇,HEXYL ALCOHOL,,,溶剂,,,,,,,,
3185,己二醇,HEXYLENE GLYCOL,,,溶剂;保湿剂;粘度调节剂,,,,,,,,
3187,己二酸/二甘醇/甘油交联聚合物,ADIPIC ACID/DIGLYCOL CROSSPOLYMER,,,成膜剂;增稠剂,,,,,,,,
3188,己二酸/二甲氨基羟丙基二亚乙基三胺共聚物,ADIPIC ACID/DIMETHYLAMINOHYDROXYPROPYL DIETHYLENETRIAMINE COPOLYMER,,,发用调理剂;发用定型剂;抗静电剂,,,,,,,,
3189,己二酸/富马酸/邻苯二甲酸/三环癸烷二甲醇共聚物,ADIPIC ACID/FUMARIC ACID/PHTHALIC ACID/TRICYCLODECANE DIMETHANOL COPOLYMER,,,成膜剂,,,,,,,,
3190,己二酸/环氧丙基二亚乙基三胺共聚物,ADIPIC ACID/EPOXYPROPYL DIETHYLENETRIAMINE COPOLYMER,,,抗静电剂;发用定型剂,,,,,,,,
3191,己二酸/间苯二甲酸/新戊二醇/三羟甲基丙烷共聚物,ADIPIC ACID/ISOPHTHALIC ACID/NEOPENTYL GLYCOL/TRIMETHYLOLPROPANE COPOLYMER,,,成膜剂;发用定型剂,,,,,,,,
3192,己二酸/新戊二醇/偏苯三酸酐共聚物,ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER,,,成膜剂,,,,,,,,
3193,己二酸二丁酯,DIBUTYL ADIPATE,,,润肤剂;保湿剂;溶剂,,,,,,,,
3194,己二酸二癸酯,DICAPRYL ADIPATE,,,增稠剂;润肤剂,,,,,,,,
3195,己二酸二甲酯,DIMETHYL ADIPATE,,,润肤剂,,,,,,,,
3196,己二酸二乙基己酯,DIETHYLHEXYL ADIPATE,,,润肤剂;成膜剂,,,,,,,,
3197,己二酸二异丙酯,DIISOPROPYL ADIPATE,,,润肤剂;溶剂;发用调理剂;睫毛调理剂,,,,,,,,
3198,己二酸二异丁酯,DIISOBUTYL ADIPATE,,,润肤剂;乳化稳定剂;发用调理剂;溶剂,,,,,,,,
3199,己二酸二异辛酯,DIISOOCTYL ADIPATE,,,润肤剂,,,,,,,,
3200,己基癸醇,HEXYLDECANOL,,,润肤剂;增溶剂,,,,,,,,
3201,己基癸醇肉豆蔻酰基甲氨基丙酸酯,HEXYLDECYL MYRISTOYL METHYLAMINOPROPIONATE,,,润肤剂;乳化剂;保湿剂;发用调理剂,,,,,,,,
3202,己基癸醇乙基己酸酯,HEXYLDECYL ETHYLHEXANOATE,,,润肤剂,,,,,,,,
3203,己基癸醇异硬脂酸酯,HEXYLDECYL ISOSTEARATE,,,润肤剂;发用调理剂;乳化剂,,,,,,,,
3204,己基癸醇硬脂酸酯,HEXYLDECYL STEARATE,,,润肤剂;乳化稳定剂,,,,,,,,
3205,己基癸醇月桂酸酯,HEXYLDECYL LAURATE,,,润肤剂;发用调理剂,,,,,,,,
3206,己基癸酸,HEXYLDECANOIC ACID,,,表面活性剂;清洁剂,,,,,,,,
3208,己基肉桂醛,HEXYL CINNAMAL,,,芳香剂,,,,,,,,
3209,己基三甲氧基硅烷,HEXYLTRIMETHOXYSILANE,,,0,,,,,,,,
3211,己醛,HEXANAL,,,成膜剂;指甲调理剂,,,,,,,,
3212,己酸,CAPROIC ACID,,,乳化剂;清洁剂,,,,,,,,
3213,己酰基神经鞘氨醇,CAPROYL SPHINGOSINE,,,保湿剂;发用调理剂,,,,,,,,
3214,季铵盐-14,QUATERNIUM-14,,,表面活性剂;抗静电剂;发用调理剂,,,,,,,,
3215,季铵盐-15,QUATERNIUM-15,,,0,,,,,,,,
3216,季铵盐-18,QUATERNIUM-18,,,发用调理剂;抗静电剂;成膜剂,,,,,,,,
3217,季铵盐-18 膨润土,QUATERNIUM-18 BENTONITE,,,增稠剂;分散剂,,,,,,,,
3218,季铵盐-18 水辉石,QUATERNIUM-18 HECTORITE,,,悬浮剂;增稠剂;分散剂;填充剂;粘合剂,,,,,,,,
3219,季铵盐-22,QUATERNIUM-22,,,抗静电剂;发用调理剂,,,,,,,,
3220,季铵盐-24,QUATERNIUM-24,,,表面活性剂;抗静电剂,,,,,,,,
3221,季铵盐-26,QUATERNIUM-26,,,发用调理剂;抗静电剂,,,,,,,,
3222,季铵盐-27,QUATERNIUM-27,,,表面活性剂;抗静电剂;发用调理剂,,,,,,,,
3223,季铵盐-33,QUATERNIUM-33,,,抗静电剂;发用调理剂,,,,,,,,
3224,季铵盐-45,QUATERNIUM-45,,,抗静电剂;保湿剂,,,,,,,,
3225,季铵盐-51,QUATERNIUM-51,,,抗静电剂,,,,,,,,
3226,季铵盐-52,QUATERNIUM-52,,,抗静电剂;发用调理剂,,,,,,,,
3227,季铵盐-60,QUATERNIUM-60,,,抗静电剂;发用调理剂,,,,,,,,
3228,季铵盐-70,QUATERNIUM-70,,,表面活性剂;抗静电剂;发用调理剂,,,,,,,,
3229,季铵盐-73,QUATERNIUM-73,,,抗静电剂;保湿剂;填充剂;祛痘,,,,,,,,
3230,季铵盐-75,QUATERNIUM-75,,,抗静电剂;发用调理剂,,,,,,,,
3231,季铵盐-76 水解胶原,QUATERNIUM-76 HYDROLYZED COLLAGEN,,,抗静电剂;发用调理剂,,,,,,,,
3232,季铵盐-79 水解蚕丝,QUATERNIUM-79 HYDROLYZED SILK,,,抗静电剂;发用调理剂,,,,,,,,
3233,季铵盐-79 水解胶原,QUATERNIUM-79 HYDROLYZED COLLAGEN,,,抗静电剂;发用调理剂,,,,,,,,
3235,季铵盐-80,QUATERNIUM-80,,,抗静电剂;发用调理剂;清洁剂,,,,,,,,
3236,季铵盐-82,QUATERNIUM-82,,,发用调理剂;抗静电剂,,,,,,,,
3237,季铵盐-87,QUATERNIUM-87,,,发用调理剂;清洁剂,,,,,,,,
3238,季铵盐-90 膨润土,QUATERNIUM-90 BENTONITE,,,增稠剂;悬浮剂,,,,,,,,
3239,季铵盐-91,QUATERNIUM-91,,,发用调理剂,,,,,,,,
3240,季戊四醇二硬脂酸酯,PENTAERYTHRITYL DISTEARATE,,,润肤剂;乳化剂;增稠剂,,,,,,,,
3241,季戊四醇环己烷二甲酸酯,PENTAERYTHRITYL CYCLOHEXANE DICARBOXYLATE,,,成膜剂,,,,,,,,
3242,季戊四醇己二酸酯/癸酸酯/辛酸酯/庚酸酯,PENTAERYTHRITYL ADIPATE/CAPRATE/CAPRYLATE/HEPTANOATE,,,保湿剂;润肤剂;增稠剂,,,,,,,,
3243,季戊四醇氢化松脂酸酯,PENTAERYTHRITYL HYDROGENATED ROSINATE,,,保湿剂;成膜剂;增稠剂;睫毛调理剂,,,,,,,,
3244,季戊四醇四（山嵛酸/苯甲酸/乙基己酸）酯,PENTAERYTHRITYL TETRABEHENATE/BENZOATE/ETHYLHEXANOATE,,,润肤剂;发用调理剂,,,,,,,,
3245,季戊四醇四（双-叔丁基羟基氢化肉桂酸）酯,PENTAERYTHRITYL TETRA-DI-t-BUTYL HYDROXYHYDROCINNAMATE,,,抗氧化剂,,,,,,,,
3246,季戊四醇四（乙基己酸）酯,PENTAERYTHRITYL TETRAETHYLHEXANOATE,,,润肤剂;增稠剂;粘合剂;保湿剂,,,,,,,,
3247,季戊四醇四（乙基己酸酯/苯甲酸）酯,PENTAERYTHRITYL TETRAETHYLHEXANOATE/BENZOATE,,,润肤剂;发用调理剂,,,,,,,,
3248,季戊四醇四肉豆蔻酸酯,PENTAERYTHRITYL TETRAMYRISTATE,,,润肤剂,,,,,,,,
3249,季戊四醇四山嵛酸酯,PENTAERYTHRITYL TETRABEHENATE,,,润肤剂;助滑剂,,,,,,,,
3250,季戊四醇四辛酸酯/四癸酸酯,PENTAERYTHRITYL TETRACAPRYLATE/TETRACAPRATE,,,润肤剂;增稠剂,,,,,,,,
3251,季戊四醇四椰油酸酯,PENTAERYTHRITYL TETRACOCOATE,,,增稠剂;乳化剂;润肤剂,,,,,,,,
3252,季戊四醇四异壬酸酯,PENTAERYTHRITYL TETRAISONONANOATE,,,润肤剂,,,,,,,,
3253,季戊四醇四异硬脂酸酯,PENTAERYTHRITYL TETRAISOSTEARATE,,,润肤剂;粘合剂;增稠剂;乳化剂,,,,,,,,
3254,季戊四醇四硬脂酸酯,PENTAERYTHRITYL TETRASTEARATE,,,润肤剂;增稠剂,,,,,,,,
3255,季戊四醇松脂酸酯,PENTAERYTHRITYL ROSINATES,,,增稠剂;成膜剂;润肤剂,,,,,,,,
3256,季戊四醇异硬脂酸酯/癸酸酯/辛酸酯/己二酸酯,PENTAERYTHRITYL ISOSTEARATE/CAPRATE/CAPRYLATE/ADIPATE,,,保湿剂;润肤剂;增稠剂,,,,,,,,
3257,季戊四醇硬脂酸酯/癸酸酯/辛酸酯/己二酸酯,PENTAERYTHRITYL STEARATE/CAPRATE/CAPRYLATE/ADIPATE,,,润肤剂;乳化剂,,,,,,,,
3261,薊属植物（CIRSIUM） 花/叶/茎提取物*,CIRSIUM (THISTLE) FLOWER/LEAF/STEM EXTRACT,,,pH调节剂,,,,,,,,
